age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
40,management,married,university.degree,unknown,yes,no,telephone,may,mon,358,nonexistent,0,2,no
34,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,453,nonexistent,0,2,no
33,admin.,divorced,high.school,no,no,no,telephone,may,mon,364,nonexistent,0,2,no
56,retired,married,basic.6y,no,no,no,telephone,may,mon,136,nonexistent,0,2,no
42,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,173,nonexistent,0,2,no
43,services,married,high.school,no,yes,no,telephone,may,mon,241,nonexistent,0,2,no
54,management,single,basic.9y,no,yes,no,telephone,may,mon,224,nonexistent,0,3,no
53,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,148,nonexistent,0,2,no
42,technician,single,unknown,no,no,no,telephone,may,mon,230,nonexistent,0,2,no
40,services,married,basic.6y,unknown,no,no,telephone,may,mon,199,nonexistent,0,3,no
54,technician,married,professional.course,no,yes,yes,telephone,may,mon,196,nonexistent,0,2,no
40,housemaid,single,professional.course,no,no,no,telephone,may,mon,111,nonexistent,0,4,no
26,admin.,single,university.degree,no,yes,no,telephone,may,mon,231,nonexistent,0,3,no
33,admin.,married,high.school,no,no,no,telephone,may,mon,316,nonexistent,0,3,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,240,nonexistent,0,2,no
36,admin.,married,high.school,no,no,no,telephone,may,mon,669,nonexistent,0,3,no
29,services,single,high.school,no,yes,no,telephone,may,mon,425,nonexistent,0,2,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,121,nonexistent,0,2,no
35,management,married,high.school,no,yes,no,telephone,may,mon,174,nonexistent,0,5,no
50,self-employed,single,university.degree,no,no,yes,telephone,may,mon,88,nonexistent,0,5,no
46,services,married,high.school,unknown,yes,no,telephone,may,mon,313,nonexistent,0,3,no
49,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135,nonexistent,0,4,no
42,technician,single,professional.course,unknown,yes,no,telephone,may,mon,152,nonexistent,0,2,no
36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,nonexistent,0,3,no
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,221,nonexistent,0,2,no
41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,nonexistent,0,2,no
57,management,married,professional.course,unknown,yes,no,telephone,may,mon,144,nonexistent,0,3,no
32,services,single,high.school,no,yes,no,telephone,may,mon,158,nonexistent,0,3,no
49,admin.,married,basic.9y,no,no,no,telephone,may,mon,220,nonexistent,0,3,no
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325,nonexistent,0,2,no
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254,nonexistent,0,2,no
52,technician,married,high.school,no,yes,no,telephone,may,mon,503,nonexistent,0,2,no
50,services,divorced,professional.course,no,no,no,telephone,may,mon,680,nonexistent,0,2,no
41,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,421,nonexistent,0,4,no
33,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,nonexistent,0,3,no
57,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164,nonexistent,0,2,no
48,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,174,nonexistent,0,3,no
55,technician,married,professional.course,no,no,no,telephone,may,mon,113,nonexistent,0,2,no
38,management,married,university.degree,no,no,no,telephone,may,mon,195,nonexistent,0,2,no
38,services,married,high.school,no,yes,no,telephone,may,mon,347,nonexistent,0,3,no
53,admin.,married,university.degree,no,yes,no,telephone,may,mon,208,nonexistent,0,2,no
43,unemployed,single,university.degree,no,no,no,telephone,may,mon,404,nonexistent,0,4,no
36,blue-collar,single,high.school,no,no,no,telephone,may,mon,396,nonexistent,0,2,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98,nonexistent,0,2,no
33,services,married,basic.4y,no,no,no,telephone,may,mon,229,nonexistent,0,3,no
58,entrepreneur,married,basic.4y,no,yes,no,telephone,may,mon,350,nonexistent,0,2,no
40,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88,nonexistent,0,3,no
57,management,married,university.degree,no,yes,no,telephone,may,tue,379,nonexistent,0,2,no
45,technician,married,high.school,no,yes,no,telephone,may,tue,168,nonexistent,0,3,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190,nonexistent,0,3,no
46,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,nonexistent,0,1,no
36,technician,married,university.degree,no,no,no,telephone,may,tue,210,nonexistent,0,1,no
41,self-employed,married,high.school,no,yes,no,telephone,may,tue,102,nonexistent,0,1,no
57,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,306,nonexistent,0,1,no
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,64,nonexistent,0,1,no
56,management,divorced,high.school,no,no,no,telephone,may,tue,218,nonexistent,0,1,no
37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77,nonexistent,0,1,no
37,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54,nonexistent,0,1,no
46,admin.,single,high.school,no,yes,no,telephone,may,tue,344,nonexistent,0,1,no
22,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,195,nonexistent,0,1,no
43,services,married,high.school,no,no,no,telephone,may,tue,202,nonexistent,0,1,no
49,blue-collar,married,unknown,no,no,no,telephone,may,tue,286,nonexistent,0,1,no
41,technician,married,basic.6y,no,yes,no,telephone,may,tue,278,nonexistent,0,1,no
38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,nonexistent,0,1,no
33,admin.,married,basic.9y,no,no,no,telephone,may,tue,83,nonexistent,0,1,no
49,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18,nonexistent,0,1,no
30,blue-collar,single,unknown,no,no,no,telephone,may,tue,184,nonexistent,0,2,no
33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235,nonexistent,0,1,no
34,management,single,university.degree,no,no,no,telephone,may,tue,290,nonexistent,0,1,no
30,student,single,unknown,unknown,no,no,telephone,may,tue,133,nonexistent,0,1,no
59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318,nonexistent,0,1,no
59,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437,nonexistent,0,1,no
41,self-employed,married,university.degree,no,no,no,telephone,may,tue,402,nonexistent,0,1,no
48,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,nonexistent,0,4,no
28,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201,nonexistent,0,1,yes
44,services,married,high.school,no,yes,no,telephone,may,tue,1030,nonexistent,0,1,yes
59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,nonexistent,0,1,no
50,management,married,high.school,unknown,no,no,telephone,may,tue,149,nonexistent,0,1,no
35,admin.,married,university.degree,no,no,no,telephone,may,tue,144,nonexistent,0,1,no
42,admin.,married,high.school,no,no,no,telephone,may,tue,69,nonexistent,0,1,no
45,admin.,married,basic.9y,no,no,no,telephone,may,tue,243,nonexistent,0,1,no
36,technician,married,professional.course,no,no,no,telephone,may,tue,769,nonexistent,0,2,no
56,services,married,high.school,unknown,no,no,telephone,may,tue,135,nonexistent,0,3,no
29,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231,nonexistent,0,1,no
41,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,nonexistent,0,2,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,199,nonexistent,0,1,no
52,services,single,high.school,no,no,no,telephone,may,tue,455,nonexistent,0,1,no
48,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,152,nonexistent,0,1,no
31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,124,nonexistent,0,1,no
43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,nonexistent,0,1,no
36,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,43,nonexistent,0,1,no
42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,nonexistent,0,1,no
52,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,nonexistent,0,1,no
39,admin.,married,high.school,no,yes,no,telephone,may,tue,203,nonexistent,0,2,no
36,services,married,high.school,no,no,yes,telephone,may,tue,140,nonexistent,0,2,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,326,nonexistent,0,1,no
41,admin.,married,high.school,no,no,no,telephone,may,tue,483,nonexistent,0,1,no
55,technician,married,basic.4y,no,no,yes,telephone,may,tue,259,nonexistent,0,1,no
30,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,nonexistent,0,1,no
57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673,nonexistent,0,1,no
45,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,576,nonexistent,0,1,no
51,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,180,nonexistent,0,2,no
39,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90,nonexistent,0,1,no
47,admin.,married,high.school,unknown,no,no,telephone,may,tue,505,nonexistent,0,1,no
27,services,married,high.school,no,yes,no,telephone,may,tue,245,nonexistent,0,1,no
34,technician,single,university.degree,no,yes,no,telephone,may,tue,186,nonexistent,0,1,no
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,208,nonexistent,0,1,no
43,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,623,nonexistent,0,1,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,180,nonexistent,0,1,no
39,management,married,university.degree,unknown,no,no,telephone,may,tue,496,nonexistent,0,3,no
38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,118,nonexistent,0,1,no
49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,nonexistent,0,2,no
58,management,married,basic.6y,no,no,no,telephone,may,tue,342,nonexistent,0,1,no
43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,nonexistent,0,1,no
50,unknown,married,unknown,unknown,yes,no,telephone,may,tue,185,nonexistent,0,3,no
31,services,married,high.school,unknown,no,no,telephone,may,tue,276,nonexistent,0,1,no
43,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87,nonexistent,0,1,no
43,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,744,nonexistent,0,1,no
30,self-employed,single,university.degree,no,yes,no,telephone,may,tue,262,nonexistent,0,1,no
27,services,single,professional.course,no,yes,yes,telephone,may,tue,271,nonexistent,0,1,no
51,services,married,unknown,unknown,no,no,telephone,may,tue,141,nonexistent,0,1,no
37,technician,married,professional.course,no,yes,no,telephone,may,tue,198,nonexistent,0,2,no
46,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,150,nonexistent,0,1,no
35,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,nonexistent,0,1,no
47,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196,nonexistent,0,1,no
46,management,married,unknown,no,yes,no,telephone,may,tue,149,nonexistent,0,1,no
40,technician,married,professional.course,unknown,no,yes,telephone,may,tue,264,nonexistent,0,1,no
26,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,nonexistent,0,1,no
32,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,309,nonexistent,0,2,no
45,management,married,university.degree,no,yes,no,telephone,may,tue,140,nonexistent,0,1,no
34,admin.,married,basic.9y,no,no,no,telephone,may,tue,175,nonexistent,0,1,no
47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,136,nonexistent,0,1,no
42,technician,married,professional.course,no,no,no,telephone,may,tue,1623,nonexistent,0,1,yes
57,technician,married,basic.4y,unknown,no,yes,telephone,may,tue,50,nonexistent,0,1,no
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,101,nonexistent,0,1,no
38,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,144,nonexistent,0,1,no
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,238,nonexistent,0,1,no
28,student,single,basic.9y,unknown,yes,no,telephone,may,tue,354,nonexistent,0,1,no
60,management,married,university.degree,no,no,no,telephone,may,tue,451,nonexistent,0,2,no
48,admin.,married,university.degree,no,yes,no,telephone,may,tue,159,nonexistent,0,1,no
47,technician,married,professional.course,no,yes,no,telephone,may,tue,170,nonexistent,0,1,no
40,admin.,married,high.school,no,no,no,telephone,may,tue,243,nonexistent,0,1,no
51,management,married,professional.course,unknown,yes,no,telephone,may,tue,141,nonexistent,0,2,no
48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,nonexistent,0,1,no
54,housemaid,married,basic.4y,no,no,no,telephone,may,tue,262,nonexistent,0,2,no
40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,53,nonexistent,0,1,no
44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134,nonexistent,0,1,no
42,technician,divorced,high.school,no,no,no,telephone,may,tue,204,nonexistent,0,4,no
52,self-employed,married,university.degree,no,yes,no,telephone,may,tue,678,nonexistent,0,1,no
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,182,nonexistent,0,1,no
32,services,married,high.school,no,no,no,telephone,may,tue,162,nonexistent,0,1,no
44,admin.,married,high.school,no,yes,yes,telephone,may,tue,177,nonexistent,0,1,no
39,management,married,basic.6y,unknown,no,no,telephone,may,tue,27,nonexistent,0,1,no
57,management,married,professional.course,unknown,yes,no,telephone,may,tue,699,nonexistent,0,3,no
52,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358,nonexistent,0,1,no
42,management,married,university.degree,no,no,no,telephone,may,tue,1677,nonexistent,0,1,yes
42,technician,single,professional.course,unknown,unknown,unknown,telephone,may,tue,529,nonexistent,0,1,no
43,management,married,professional.course,no,yes,no,telephone,may,tue,310,nonexistent,0,1,no
31,admin.,divorced,high.school,no,no,no,telephone,may,tue,47,nonexistent,0,1,no
29,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,379,nonexistent,0,1,no
57,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,30,nonexistent,0,2,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,472,nonexistent,0,1,no
59,unknown,married,unknown,unknown,no,no,telephone,may,tue,113,nonexistent,0,1,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,nonexistent,0,1,no
57,retired,married,university.degree,no,no,no,telephone,may,tue,116,nonexistent,0,1,no
41,management,married,unknown,unknown,no,no,telephone,may,tue,448,nonexistent,0,1,no
37,technician,single,high.school,unknown,no,yes,telephone,may,tue,264,nonexistent,0,1,no
38,services,married,high.school,no,yes,no,telephone,may,tue,169,nonexistent,0,1,no
42,retired,married,basic.4y,no,no,no,telephone,may,tue,145,nonexistent,0,1,no
49,unknown,married,unknown,unknown,yes,no,telephone,may,tue,288,nonexistent,0,1,no
54,management,married,basic.6y,unknown,yes,yes,telephone,may,tue,381,nonexistent,0,1,no
36,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,176,nonexistent,0,2,no
32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,215,nonexistent,0,1,no
35,technician,married,professional.course,no,yes,no,telephone,may,tue,278,nonexistent,0,1,no
45,housemaid,married,professional.course,unknown,no,no,telephone,may,tue,188,nonexistent,0,2,no
56,technician,married,unknown,no,yes,no,telephone,may,tue,174,nonexistent,0,2,no
34,technician,married,university.degree,no,yes,no,telephone,may,tue,226,nonexistent,0,2,no
41,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,111,nonexistent,0,2,no
41,services,married,basic.9y,no,no,no,telephone,may,tue,157,nonexistent,0,2,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,46,nonexistent,0,1,no
32,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,tue,49,nonexistent,0,1,no
31,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,374,nonexistent,0,1,no
38,technician,married,professional.course,no,yes,no,telephone,may,tue,349,nonexistent,0,1,no
35,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,325,nonexistent,0,1,no
53,admin.,married,professional.course,no,yes,no,telephone,may,tue,233,nonexistent,0,2,no
51,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,531,nonexistent,0,1,no
56,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,153,nonexistent,0,1,no
33,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,80,nonexistent,0,1,no
33,admin.,married,basic.9y,no,no,no,telephone,may,tue,198,nonexistent,0,1,no
51,services,divorced,high.school,unknown,yes,no,telephone,may,tue,568,nonexistent,0,1,no
39,services,married,high.school,unknown,yes,no,telephone,may,tue,918,nonexistent,0,1,yes
45,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,82,nonexistent,0,1,no
40,technician,single,university.degree,no,no,no,telephone,may,tue,198,nonexistent,0,3,no
60,unknown,single,unknown,unknown,yes,no,telephone,may,tue,211,nonexistent,0,1,no
33,technician,married,university.degree,no,yes,no,telephone,may,tue,120,nonexistent,0,1,no
47,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,269,nonexistent,0,1,no
48,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,128,nonexistent,0,1,no
43,entrepreneur,married,high.school,no,no,no,telephone,may,tue,166,nonexistent,0,2,no
37,management,married,university.degree,no,yes,no,telephone,may,tue,211,nonexistent,0,1,no
50,services,married,basic.9y,no,yes,yes,telephone,may,tue,369,nonexistent,0,1,no
